     1,        3241.65928000,             3241.65928000,        3404.04928000,  1,  1,         162.39000000,           0.00000000,           162.39
     2,        4148.55433800,             4148.55433800,        4310.94433800,  1,  1,         162.39000000,           0.00000000,           162.39
     3,        4729.08457700,             4729.08457700,        4891.47457700,  1,  1,         162.39000000,           0.00000000,           162.39
     4,        7909.28627100,             7909.28627100,        8071.67627100,  1,  1,         162.39000000,           0.00000000,           162.39
     5,       12380.15424800,            12380.15424800,       12542.54424800,  1,  1,         162.39000000,           0.00000000,           162.39
     6,       13417.11522900,            13417.11522900,       13579.50522900,  1,  1,         162.39000000,           0.00000000,           162.39
     7,       15281.33987300,            15281.33987300,       15443.72987300,  1,  1,         162.39000000,           0.00000000,           162.39
     8,       15891.57932000,            15891.57932000,       16053.96932000,  1,  1,         162.39000000,           0.00000000,           162.39
     9,       16214.96679700,            16214.96679700,       16377.35679700,  1,  1,         162.39000000,           0.00000000,           162.39
    10,       16475.87751200,            16475.87751200,       16638.26751200,  1,  1,         162.39000000,           0.00000000,           162.39
    11,       18244.03937100,            18244.03937100,       18406.42937100,  1,  1,         162.39000000,           0.00000000,           162.39
    12,       18614.27514400,            18614.27514400,       18776.66514400,  1,  1,         162.39000000,           0.00000000,           162.39
    13,       18918.24051300,            18918.24051300,       19080.63051300,  1,  1,         162.39000000,           0.00000000,           162.39
    14,       19124.47548000,            19124.47548000,       19286.86548000,  1,  1,         162.39000000,           0.00000000,           162.39
    15,       19328.33187000,            19328.33187000,       19490.72187000,  1,  1,         162.39000000,           0.00000000,           162.39
    16,       19573.02621400,            19573.02621400,       19735.41621400,  1,  1,         162.39000000,           0.00000000,           162.39
    17,       19891.19353500,            19891.19353500,       20053.58353500,  1,  1,         162.39000000,           0.00000000,           162.39
    18,       20358.12905000,            20358.12905000,       20520.51905000,  1,  1,         162.39000000,           0.00000000,           162.39
    19,       20500.78078500,            20500.78078500,       20663.17078500,  1,  2,         162.39000000,           0.00000000,           162.39
    20,       20923.32512700,            20923.32512700,       21085.71512700,  1,  1,         162.39000000,           0.00000000,           162.39
    21,       21857.43450500,            21857.43450500,       22019.82450500,  1,  1,         162.39000000,           0.00000000,           162.39
    22,       23533.45565800,            23533.45565800,       23695.84565800,  1,  1,         162.39000000,           0.00000000,           162.39
    23,       24141.60721700,            24141.60721700,       24303.99721700,  1,  1,         162.39000000,           0.00000000,           162.39
    24,       27813.61255400,            27813.61255400,       27976.00255400,  1,  1,         162.39000000,           0.00000000,           162.39
    25,       28382.79418900,            28382.79418900,       28545.18418900,  1,  1,         162.39000000,           0.00000000,           162.39
    26,       28473.99350000,            28473.99350000,       28636.38350000,  1,  2,         162.39000000,           0.00000000,           162.39
    27,       28932.90038300,            28932.90038300,       29095.29038300,  1,  1,         162.39000000,           0.00000000,           162.39
    28,       30658.48652700,            30658.48652700,       30820.87652700,  1,  1,         162.39000000,           0.00000000,           162.39
    29,       31606.06280000,            31606.06280000,       31768.45280000,  1,  1,         162.39000000,           0.00000000,           162.39
    30,       32422.45424900,            32422.45424900,       32584.84424900,  1,  1,         162.39000000,           0.00000000,           162.39
    31,       34721.32400100,            34721.32400100,       34883.71400100,  1,  1,         162.39000000,           0.00000000,           162.39
    32,       35642.90303400,            35642.90303400,       35805.29303400,  1,  1,         162.39000000,           0.00000000,           162.39
    33,       37055.01093600,            37055.01093600,       37217.40093600,  1,  1,         162.39000000,           0.00000000,           162.39
    34,       37422.75233700,            37422.75233700,       37585.14233700,  1,  1,         162.39000000,           0.00000000,           162.39
    35,       38161.97941400,            38161.97941400,       38324.36941400,  1,  1,         162.39000000,           0.00000000,           162.39
    36,       38901.08106900,            38901.08106900,       39063.47106900,  1,  1,         162.39000000,           0.00000000,           162.39
    37,       38998.71776700,            38998.71776700,       39161.10776700,  1,  2,         162.39000000,           0.00000000,           162.39
    38,       39509.53210400,            39509.53210400,       39671.92210400,  1,  1,         162.39000000,           0.00000000,           162.39
    39,       40597.08374000,            40597.08374000,       40759.47374000,  1,  1,         162.39000000,           0.00000000,           162.39
    40,       41706.60115600,            41706.60115600,       41868.99115600,  1,  1,         162.39000000,           0.00000000,           162.39
    41,       42871.47648400,            42871.47648400,       43033.86648400,  1,  1,         162.39000000,           0.00000000,           162.39
    42,       43009.82541100,            43009.82541100,       43172.21541100,  1,  2,         162.39000000,           0.00000000,           162.39
    43,       44430.45438200,            44430.45438200,       44592.84438200,  1,  1,         162.39000000,           0.00000000,           162.39
    44,       44723.65099000,            44723.65099000,       44886.04099000,  1,  1,         162.39000000,           0.00000000,           162.39
    45,       46367.39147400,            46367.39147400,       46529.78147400,  1,  1,         162.39000000,           0.00000000,           162.39
    46,       46510.84139300,            46510.84139300,       46673.23139300,  1,  2,         162.39000000,           0.00000000,           162.39
    47,       46618.41536900,            46618.41536900,       46780.80536900,  1,  3,         162.39000000,           0.00000000,           162.39
    48,       46807.01277000,            46807.01277000,       46969.40277000,  1,  1,         162.39000000,           0.00000000,           162.39
    49,       48873.78535300,            48873.78535300,       49036.17535300,  1,  1,         162.39000000,           0.00000000,           162.39
    50,       50155.70408900,            50155.70408900,       50318.09408900,  1,  1,         162.39000000,           0.00000000,           162.39
    51,       51663.37136300,            51663.37136300,       51825.76136300,  1,  1,         162.39000000,           0.00000000,           162.39
    52,       51952.73553200,            51952.73553200,       52115.12553200,  1,  1,         162.39000000,           0.00000000,           162.39
    53,       56062.78488000,            56062.78488000,       56225.17488000,  1,  1,         162.39000000,           0.00000000,           162.39
    54,       57488.71208900,            57488.71208900,       57651.10208900,  1,  1,         162.39000000,           0.00000000,           162.39
