1,2256.6266434767554,2337.996976923237,2175.2563100302737,2483.742873248121,2586.025428815851,2381.4603176803917
2,2237.3698347799555,2318.4275721658423,2156.3120973940686,2474.675192690926,2577.23803225597,2372.112353125882
3,2234.8056513128313,2315.4080943426475,2154.203208283015,2472.4433821085463,2574.9960340637344,2369.890730153358
4,2243.8475044664233,2323.5107327031096,2164.184276229737,2473.484320886129,2575.0311281702707,2371.937513601987
5,2261.3491196358723,2340.5140633922874,2182.184175879457,2481.7786551850645,2585.2254590511457,2378.3318513189834
6,2284.140435061218,2363.083324126567,2205.197545995869,2494.270207367026,2598.464077697879,2390.0763370361733
7,2311.2766519112665,2390.1800369509992,2232.373266871534,2512.0329280114593,2615.26087188736,2408.8049841355587
8,2340.7554016347713,2419.278262178636,2262.2325410909066,2532.8996944591972,2634.654921105914,2431.1444678124803
9,2373.173712638481,2450.918652636175,2295.428772640787,2558.027883474281,2658.0227351635876,2458.033031784975
10,2408.063991047632,2485.492044549396,2330.6359375458683,2586.9361037744025,2685.938260425495,2487.9339471233097
