         1,      103089.55036363,      10749958703.45269757,      103682.00761681 
         2,       83755.71753089,      11734443274.17280412,      108325.63535088 
         3,       90417.26304939,      13361090902.92780281,      115590.18514964 
         4,     1387857.05373348,    1052834273007.60536253,     1026077.12819632 
         5,       76860.31201686,      11636691005.10676372,      107873.49537818 
