1,1023054.2770843841,1173944.7190543092,872163.835114459,1062866.6649236209,1324128.6379775084
2,998601.7155939197,1147512.9851101146,849690.4460777249,1060279.9385416552,1319708.6678787002
3,980275.1984566627,1127854.1483814432,832696.2485318822,1059092.578059913,1318156.5691271948
4,967691.3880251627,1114770.4846836147,820612.2913667107,1059578.0357996065,1317299.2452400425
5,953669.7356476389,1100430.2387731073,806909.2325221704,1058266.5264358013,1316112.8010855913
6,940637.7028463238,1087076.2896126374,794199.1160800104,1057153.1801368496,1315194.9959587818
7,931644.3594533273,1078200.6877043883,785088.0312022662,1057317.0662664913,1314694.5979551084
8,923429.3851065983,1069370.9098876459,777487.8603255507,1058880.7258994516,1316277.2660775278
9,916454.3202146094,1063123.1421458912,769785.4982833276,1058709.03973568,1314768.1426046742
10,908034.0930173772,1055324.2452697025,760743.9407650519,1058994.355403407,1315716.1476129303
11,901285.6009373206,1048606.2170978226,753964.9847768187,1060715.2845715587,1317220.381307477
12,894002.0835996805,1041318.5136720106,746685.6535273503,1059299.3632034855,1314956.1110669519
13,886967.3463029688,1033294.7598048792,740639.9328010584,1059395.9902703604,1314020.8527484818
14,882020.8549528271,1027514.7105341342,736526.99937152,1060421.3970959426,1313764.4552153833
15,877612.1633211905,1022284.9346024395,732939.3920399415,1062074.9438936058,1313840.2798204878
16,872263.9828786803,1016613.8413139498,727914.1244434109,1062856.0985164393,1313061.5949818424
17,867459.9102884602,1012740.3209273709,722179.4996495495,1063312.3475135672,1312982.8409068265
18,860922.0755005998,1005406.8511728367,716437.2998283629,1063367.3089466733,1312304.1124212975
19,854519.7289360331,998610.6112282432,710428.846643823,1063496.651327604,1313699.0731743353
20,850716.3372796085,994933.5326944396,706499.1418647773,1064697.8236202553,1312806.2372257558
21,845050.6996619034,989976.5976341413,700124.8016896655,1066232.8882106855,1313569.5321179898
22,838062.5578664237,984312.0128250809,691813.1029077666,1065869.2331591418,1313070.5088305487
23,833454.2146314713,979023.5901387268,687884.8391242159,1066812.677572626,1311392.685755385
24,829140.9777325254,972831.1363066535,685450.8191583974,1068323.0561080023,1311354.2061677307
25,825323.8757304292,967932.139330653,682715.6121302054,1070524.9775456446,1313022.5381246419
26,821710.3400157542,963994.7495031289,679425.9305283795,1071332.544116423,1312833.0976798818
27,817947.4039708322,961024.5194778118,674870.2884638527,1072463.4316808837,1313527.199490609
28,815325.9907663962,956913.2480162375,673738.7335165548,1076755.87932892,1315017.7663300447
29,812785.4633852713,955242.3195432096,670328.6072273329,1080142.6248846839,1318413.5134353114
30,807486.4169299195,950820.7816622244,664152.0521976146,1081056.3149477001,1317802.1192601072
31,805456.704810844,948148.7526396039,662764.6569820842,1084901.5409892774,1320400.387556118
32,803191.8768992226,945003.5941976532,661380.159600792,1088990.912198011,1323619.4307043205
33,800947.720701112,941899.2253182782,659996.2160839457,1092922.357017088,1327081.7860009875
34,798940.419465386,939235.8697582687,658644.9691725032,1096648.6650971025,1328896.2410576937
35,794036.8521210931,935320.8776511834,652752.8265910028,1097223.3335757363,1328365.1167399054
36,789553.537961564,931490.0489296591,647617.026993469,1099127.3589059955,1329130.3741100715
37,786675.5709746253,928585.6019419462,644765.5400073044,1101541.1672392436,1330671.6608820856
38,783278.6061298207,924172.8513350431,642384.3609245983,1104391.3345864404,1332210.6196007796
39,778783.4655907052,918913.5776174995,638653.3535639108,1106488.4725439113,1332301.2034039164
40,777178.0671361275,916612.8414549134,637743.2928173416,1110221.7508160882,1335167.9272781035
41,774491.0966298963,913230.8472807093,635751.3459790833,1112371.1432723354,1335020.819499974
42,772198.0455231897,910030.0491192847,634366.0419270947,1116299.7786619458,1337173.7175820055
43,769162.799702079,907909.2696751145,630416.3297290435,1117847.7139380933,1337841.1682309378
44,766928.9225672826,906442.7716242257,627415.0735103395,1122018.976236592,1341819.8279819656
45,764220.4617255762,903985.4496471101,624455.4738040423,1124998.4173186435,1342365.1868911253
46,761107.6620284875,902245.155377362,619970.168679613,1130197.3184397048,1348866.5769188297
47,756597.0098201213,898107.447469096,615086.5721711466,1131494.8099320154,1346920.396152323
48,753476.8893267558,896072.9837241869,610880.7949293246,1135896.8899947503,1350518.6507361697
49,750006.5280501579,892986.5115219192,607026.5445783967,1139216.3316163695,1352645.7293900573
50,748263.4051998714,890221.9259447191,606304.8844550237,1142666.617954314,1353605.5622611835
51,747727.8068694267,888951.9065074871,606503.7072313664,1147571.0671907903,1356990.9198825434
52,745230.1002726838,884331.5576538141,606128.6428915535,1150664.6198791517,1357554.2408536565
53,743013.5314317524,880130.2132877501,605896.8495757546,1154844.0970534517,1359699.657803602
54,741206.0727560518,877121.2296905338,605290.9158215697,1158783.8797128098,1362096.6312083923
55,739299.8478006134,874417.762856553,604181.9327446738,1164429.2865954903,1366552.298037008
56,736756.3718152143,872018.0924747768,601494.6511556518,1169326.0265407297,1370422.0454643664
57,732750.214264093,867585.7119339106,597914.7165942753,1172142.485289426,1371213.3216795665
58,729791.4175726377,865033.1244991901,594549.7106460852,1177188.7337845317,1375599.1792446212
59,726573.1080716865,861780.7678260739,591365.448317299,1180860.8538136056,1378353.7724958016
60,723489.9143447448,858375.6005062067,588604.2281832828,1186262.143831342,1383082.085759929
61,721516.0698620889,855252.197303338,587779.9424208398,1192013.2579527511,1387003.979288266
62,720618.6438457185,853181.5729724967,588055.7147189402,1198230.0618159533,1391530.8846320494
63,720158.314829027,852126.080016813,588190.5496412411,1203963.0410711158,1395745.1735430006
64,719049.7122156883,850217.1032406797,587882.3211906969,1208317.2971430174,1398573.5935631813
65,717528.7984381327,847960.5826666509,587097.0142096146,1213220.715631946,1402588.3590907496
66,716440.6221340126,846186.1784262742,586695.065841751,1219413.061980951,1407995.7646142165
67,715348.8232938341,845183.9631202344,585513.6834674338,1226640.627731254,1415143.2917090894
68,713698.8670374042,843979.2190361607,583418.5150386477,1232902.3957320882,1421129.786706271
69,712011.4987018831,842419.1384155682,581603.8589881981,1237839.0862048347,1424787.463729004
70,709468.3201662961,839386.3907650366,579550.2495675556,1241052.3935104762,1425397.7416015205
71,707003.5876847749,836121.2479488609,577885.9274206889,1245594.8402175533,1427996.3440368974
72,705468.7996317123,834034.5293684598,576903.0698949647,1251556.6431460131,1433234.3224167428
73,704688.5149571765,833200.4032941274,576176.6266202256,1258760.8361244458,1440115.730144857
74,703190.2603935293,831035.9818681707,575344.538918888,1265573.4446868007,1446037.698072265
75,701550.9551598963,828272.936222456,574828.9740973365,1272102.378734519,1451343.1422314842
76,699853.3986788844,825861.7426832021,573845.0546745666,1278892.7762359723,1457282.7090072285
77,698354.0729862439,824129.8350091084,572578.3109633793,1285131.2001573422,1462718.359521389
78,696754.5496252493,822438.6018972963,571070.4973532024,1290691.6578621867,1467112.3503495741
79,695089.9788514253,820800.9173241467,569379.040378704,1297267.34262,1472776.9907531189
80,693815.6569884078,819477.1992051064,568154.1147717093,1304432.7925241939,1478952.5133982296
81,692882.2867021622,818458.255917299,567306.3174870255,1311333.9725579526,1484775.4525746617
82,692105.0160523782,817613.4695689545,566596.5625358019,1317685.193739203,1489908.772109541
83,690791.5239465687,815990.9838172862,565592.0640758512,1323767.925743157,1494575.4616027058
84,688939.2656956038,813965.5964792592,563912.9349119484,1329277.4969148017,1498499.1054394713
85,687069.6368356113,812227.9195900635,561911.3540811591,1335000.8904185724,1502816.615369494
86,685127.2180234307,810572.7420475143,559681.693999347,1340938.3118007134,1507760.454619217
87,683745.0974662708,809790.6922038397,557699.5027287019,1347943.323499224,1514427.845277256
88,682719.9385665536,809297.1356957699,556142.7414373374,1355518.3430533845,1521301.8858774884
89,681999.7312532461,808725.6371663993,555273.8253400929,1362960.1872786363,1527464.557374838
90,681334.3424943474,808191.188042228,554477.4969464667,1370826.7741585807,1534511.370152872
91,680941.3034225063,808235.3254031913,553647.2814418214,1379049.8910202351,1542489.5810172344
92,680253.9930549151,808033.6234337403,552474.3626760899,1386544.7026775714,1549377.5521842616
93,679074.9736869658,807124.5380925946,551025.4092813369,1393169.4829073173,1554786.7064450362
94,677619.2714266457,805745.7129673722,549492.8298859192,1399564.4552003099,1559591.0045159024
95,676127.4642650749,804303.994421324,547950.9341088259,1406841.7217343436,1565842.623175796
96,675199.9382761365,803639.983968263,546759.89258401,1414818.9372846147,1573247.3304238166
97,674813.6777773066,803742.7957966432,545884.55975797,1422719.2643801724,1580504.6641243475
98,674351.9769146636,803688.7769480211,545015.176881306,1429768.008736296,1586466.8060898357
99,674048.9500223957,803550.1880231504,544547.712021641,1436537.8964470853,1591792.7876978796
100,673511.582437932,802727.8387911748,544295.3260846892,1443228.0055042643,1596772.084771452
