1,64417.53923659114,73084.44920240594,55750.62927077634,66231.24845419617,79748.04506243457
2,62321.0692431384,71015.45576263477,53626.682723642036,66108.78193931757,79575.59863765075
3,60716.21812949576,69443.43752697147,51988.99873202006,66003.42177542692,79390.69528304864
4,59584.31662043539,68311.46155595344,50857.17168491734,65956.05968074975,79205.98664964264
5,58592.69552851911,67338.53383015597,49846.85722688225,65905.77158157823,79129.47140817608
6,57661.76857331344,66369.32358096636,48954.213565660524,65868.41197196758,79094.8455384669
7,56875.429106538184,65526.2564824478,48224.601730628565,65835.37428819628,79056.61887578477
8,56251.39039177378,64862.83522181756,47639.94556173,65884.56711394036,79075.50611048541
9,55676.11324896974,64245.49993949684,47106.72655844264,65915.93866482846,79012.76999063772
10,55082.9600108399,63652.20563307463,46513.71438860518,65915.87585724697,78992.72032227433
11,54494.32966087929,63083.53948739666,45905.11983436192,65906.75871398635,78955.00547693674
12,53920.833942879355,62478.11783146974,45363.55005428897,65910.32082763847,78915.74503251952
13,53407.48493749532,61902.46906768254,44912.5008073081,65936.85941314584,78877.00399586986
14,52941.155737516376,61412.7782464731,44469.53322855965,65995.04085451548,78873.90992128995
15,52526.607634462045,60991.08694400742,44062.12832491667,66120.12014059724,78908.49839531982
16,52147.93289851451,60579.3821768207,43716.483620208324,66269.96464801035,78945.49521566991
17,51786.72574976094,60178.69263280636,43394.75886671552,66428.59388420661,78956.53255579263
18,51511.30378177705,59871.55046747053,43151.057096083576,66637.03024852273,79007.94366908427
19,51219.48046004449,59559.00886643562,42879.95205365336,66825.10150495244,79067.1066021368
20,50931.61364994057,59261.12901415808,42602.098285723056,67023.90175954209,79169.65078906764
21,50673.041852827104,58992.09984244641,42353.983863207795,67303.57817646449,79452.25189449677
22,50430.57640976186,58745.30496895003,42115.847850573686,67627.72376375496,79774.39936981876
23,50198.330007347526,58504.117981393116,41892.542033301936,67963.11720538326,80083.04672606738
24,49968.873900502826,58245.37643108776,41692.37136991789,68294.50782797582,80340.71150390863
25,49746.68339216639,57996.077109957194,41497.28967437559,68621.59966620337,80570.30830291138
26,49510.632906273786,57724.96344752286,41296.30236502471,68941.89172669625,80770.77895851446
27,49274.218785734694,57450.67273528078,41097.76483618861,69272.27481789346,80972.83399335985
28,49029.94799815987,57150.00535029098,40909.89064602876,69597.72522458111,81159.95582327033
29,48808.91275825106,56878.70247575327,40739.123040748855,69936.92290259726,81366.34376722306
30,48627.592463794965,56667.78432363619,40587.40060395374,70322.89651516067,81654.58204533295
31,48443.897023281206,56450.69628025184,40437.09776631057,70726.36576413304,81966.41622927961
32,48250.992779211854,56228.753744210364,40273.231814213344,71131.61072033015,82286.01527030912
33,48057.52980871171,56017.48433313482,40097.57528428861,71556.68913075818,82646.32557102639
34,47883.163436965086,55840.332981814245,39925.99389211593,72008.18209797668,83043.82530632456
